Study,Gas,Surfactant,Surfactant Concentration,Additive,Additive Concentration,LiquidPhase,Quality,Pressure (Psi),Temperature (C),Shear Rate (/Sec),Halflife (Min),Viscosity(cP)
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,120,135
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,140,130
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,0,150
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,45,150
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,75,145
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,105,140
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,135,135
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,160,130
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,0,125
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,30,120
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,60,115
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,90,105
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,120,100
Hutchins 2005,N2,Anionic Surfactant,10 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,150,95
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,5,105
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,35,55
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,10,270
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,40,260
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,70,250
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,100,240
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"15 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,130,230
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,10,310
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,40,280
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,70,260
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,100,245
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,130,230
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"25 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,10,100
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,,"25 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,45,30
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 gal TMAC/1000gal, 2 gal/1000 gal permanent caly",,,,,20,130
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 gal TMAC/1000gal, 2 gal/1000 gal permanent caly",,,,,50,120
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 gal TMAC/1000gal, 2 gal/1000 gal permanent caly",,,,,80,120
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 gal TMAC/1000gal, 2 gal/1000 gal permanent caly",,,,,110,115
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 gal TMAC/1000gal, 2 gal/1000 gal permanent caly",,,,,140,110
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl",,,,,15,60
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl",,,,,45,30
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 1 gal/1000 gal permanent caly",,,,,10,200
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 1 gal/1000 gal permanent caly",,,,,25,75
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,1,175
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,30,150
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,45,140
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,60,135
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,90,130
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 2 w% KCl, 2 gal/1000 gal permanent caly",,,,,135,125
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 6 w% KCl, 2 gal/1000 gal permanent caly",,,,,10,160
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 6 w% KCl, 2 gal/1000 gal permanent caly",,,,,40,130
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 6 w% KCl, 2 gal/1000 gal permanent caly",,,,,70,115
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 6 w% KCl, 2 gal/1000 gal permanent caly",,,,,110,110
Hutchins 2005,CO2,Anionic Surfactant,20 lb/1000 gal,HPG,40 lb/1000 gal,"20 v.% methanol, 6 w% KCl, 2 gal/1000 gal permanent caly",,,,,135,105
"Chen, Y. 2016b",CO2,C10N(CH3)3Br,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,5
"Chen, Y. 2016b",CO2,C12N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.95,,120,,,1.5
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,3400,120,,,15
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,50,,,12
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,90,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,3400,50,,,25
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,90,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.5,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.95,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.5,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.95,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.2 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.5 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,0
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,4
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,8.2
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.2 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,22
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,0.5 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,9
"Chen, Y. 2016b",CO2,C12−14N(CH3)3Cl,1 w%,,,22% TDS (total dissolved solid) brine,0.9,,120,,,8.2
Thakore 2020,N2,AOS,1 w%,,,DI Water,,10,20,,0,10
Thakore 2020,N2,AOS,1 w%,,,DI Water,,10,20,,51,10
